x,y,h3_id,redevelopment_score,zoning_score,current_use_score,ownership_score,improvements_score,total_coverage
-124.2318618753551,41.464236400593144,88280348bbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2135978396011,41.46141671367979,88280348bdfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.21775582668067,41.423992135613,88280348c1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.22540853657542,41.42940577365343,88280348c3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.20715045867139,41.42658176891194,88280348c5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.21480335114656,41.43199610124938,88280348c7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.22070775057381,41.4159876168558,88280348c9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.22835983152117,41.42140165487258,88280348cbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.21010356303002,41.41857740337121,88280348cdfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2436653306612,41.432226448222515,88280348d1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.25131874838566,41.437637203304384,88280348d3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.23306169248026,41.434818317366684,88280348d5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.24071529416109,41.44022976662704,88280348d7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.24661481584205,41.424222576809456,88280348d9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2542676041294,41.42963373222208,88280348dbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.236012358295,41.4268145987034,88280348ddfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.19358889101632,41.43717421273896,88280348e1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.20124259429312,41.442588839559264,88280348e3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.18297961724387,41.439761995812724,88280348e5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.19063350189587,41.445177317176544,88280348e7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.19654372795738,41.429170554359466,88280348e9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2041968024721,41.43458558108122,88280348ebfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.18593563500303,41.43175849154572,88280348edfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09164566417819,41.425577776781296,8828034901fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09929819638418,41.4310020432007,8828034903fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08102734195299,41.42815698421594,8828034905fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08868005019065,41.43358194576976,8828034907fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09461072448947,41.41757305269314,8828034909fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10226262959989,41.42299771787463,882803490bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08399358291102,41.42015241653753,882803490dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1175677911502,41.43384376667821,8828034911fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12522104712347,41.43926515004529,8828034913fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10695117929582,41.43642521566801,8828034915fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1146046126799,41.441847294055684,8828034917fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12053041626305,41.42583968431308,8828034919fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12818304464665,41.4312614667973,882803491bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10991498523121,41.428421289245506,882803491dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.06743968764125,41.43873919511454,8828034921fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.0750931982722,41.44416445320148,8828034923fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.05681747222518,41.441316541073014,8828034925fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.06447115767547,41.44674249453803,8828034927fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.07040766339374,41.43073533976992,8828034929fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.07806054711979,41.43616099654395,882803492bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.0597866289703,41.433312843034635,882803492dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09336766896428,41.447009028025725,8828034931fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10102190661625,41.452431402478155,8828034933fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08274716063009,41.44958861716748,8828034935fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09040157448163,41.4550116868849,8828034937fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09633320955203,41.43900581335773,8828034939fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10398681980392,41.444428586852176,882803493bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08571388238771,41.44158555933847,882803493dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08992440375839,41.404141616410136,8828034941fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.09757523126372,41.40956777382544,8828034943fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.07930826676382,41.406720441409725,8828034945fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.08695927013311,41.41214729382884,8828034947fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10053918464001,41.40156194049851,882803494bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11584093698899,41.41241177196561,8828034951fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12349248815772,41.41783504728035,8828034953fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10522650933837,41.414992837699586,8828034955fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11287823774923,41.42041680790469,8828034957fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11880308308969,41.404406181748506,8828034959fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12645400697323,41.40982985590007,882803495bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.10818983573874,41.40698740299575,882803495dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.06572327978121,41.41730377972234,8828034961fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.07337508507216,41.42273092882412,8828034963fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.0551032514993,41.41988074479544,8828034965fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.06275523144255,41.425308589144365,8828034967fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.06869077412551,41.40929841508876,8828034969fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.07634195281581,41.41472596259731,882803496bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.05807192631315,41.4118755370388,882803496dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1452228462711,41.46352466426634,8828034981fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15287852851468,41.46894127034972,8828034983fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13460576504878,41.46610873734862,8828034985fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.14226162625154,41.47152603846751,8828034987fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1481835130346,41.45552273448164,8828034989fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15583856689003,41.46093974031603,882803498bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13756761333215,41.45810696346861,882803498dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1711500210259,41.47177046775924,8828034991fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.17880642083847,41.47718418911573,8828034993fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.16053465982903,41.4743567815923,8828034995fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.16819123998029,41.47977119786794,8828034997fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.17410824913584,41.46376918217995,8828034999fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.18176402006743,41.469183303641564,882803499bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.16349406963174,41.46635565145064,882803499dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12102374015733,41.47669302072128,88280349a1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12868040797596,41.48211061728692,88280349a3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11040275726252,41.47927523403843,88280349a5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11805960282966,41.484693525885035,88280349a7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12398732369066,41.46869195915343,88280349a9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13164336330979,41.474109955394525,88280349abfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11336752266492,41.471274329271424,88280349adfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.14695679203746,41.48494266314069,88280349b1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15461418067827,41.49035737439312,88280349b3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13633752588717,41.48752711884178,88280349b5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.14399509365701,41.492942525259515,88280349b7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1499179369436,41.47694224473102,88280349b9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15757469689096,41.48235735601286,88280349bbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13929985283667,41.479526856765744,88280349bdfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.14348965008924,41.4421017494842,88280349c1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15114362668126,41.447520249432884,88280349c3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13287475291767,41.444685439219526,88280349c5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.14052890829923,41.450104634073924,88280349c7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.14644983884133,41.43409831001914,88280349c9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15410318735027,41.439517209439714,88280349cbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.13583612266652,41.43668215523003,88280349cdfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.16941123038805,41.45035172528137,88280349d1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1770659244494,41.45576734144946,88280349d3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.15879805220888,41.45293765494939,88280349d5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.16645292643835,41.458353965907186,88280349d7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.17236898162,41.44234892989275,88280349d9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.18002304710569,41.447764945887194,88280349dbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1617569846104,41.444935014569324,88280349ddfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11929539204583,41.45527085105092,88280349e1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12695035356894,41.46069034150087,88280349e3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.1086765951103,41.45785268256835,88280349e5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11633173421292,41.4632728681691,88280349e7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12225849630292,41.44726827823642,88280349e9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.12991282993154,41.452688168083036,88280349ebfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.11164088071301,41.449850266125665,88280349edfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.27370823265687,41.403025985698804,8828034a93fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.25545996485747,41.400207647717565,8828034a95fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.26311086520005,41.40562000370697,8828034a97fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.21600811678098,41.40256701345535,8828034aa1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2236591229649,41.40798254529779,8828034aa3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.20540492709439,41.40515625876829,8828034aa5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.21305611568691,41.41057248477899,8828034aa7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.24191203592247,41.41080550287864,8828034ab1fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.24956374984244,41.41621815270766,8828034ab3fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.23131057502569,41.413396983221595,8828034ab5fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2389624727294,41.418810327100765,8828034ab7fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.24486104801294,41.40280012635702,8828034ab9fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.2525121328013,41.40821317623702,8828034abbfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.23426076722791,41.40539175902046,8828034abdfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.3473000471838,41.46508368823356,8828034c01fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.3549562647373,41.47048290801216,8828034c03fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.33670337124622,41.467684492493895,8828034c05fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.34435977825724,41.473084405966105,8828034c07fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.35023976608436,41.457082417943695,8828034c09fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.35789535224997,41.46248203946785,8828034c0bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.3396442714398,41.45968337308776,8828034c0dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.37320784852078,41.47327799634302,8828034c11fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.38086475815538,41.47867433144776,8828034c13fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.36261292386503,41.47588103230024,8828034c15fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.3702700243318,41.48127806097465,8828034c17fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.37614512300871,41.46527737926742,8828034c19fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.38380140076976,41.4706741164707,8828034c1bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.36555137980717,41.46788056564204,8828034c1dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.3231626929022,41.47828486697907,8828034c21fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.33081992003964,41.48368507256382,8828034c23fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.31256209494616,41.48088382921517,8828034c25fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.32021951034173,41.48628472874359,8828034c27fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.32610532489618,41.470284451837365,8828034c29fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.33376192082581,41.475685059092235,8828034c2bfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.31550590859314,41.47288356585256,8828034c2dfffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
-124.3490764396808,41.4864829869042,8828034c31fffff,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
